m.03cfqmy	people.ethnicity.languages_spoken	m.02h40lc
m.0c1kpwz	film.film.genre	m.02822
m.0kd1fcv	olympics.olympic_athlete_affiliation.country	m.0hzlz
m.03g3w	book.book_subject.works	m.04t0qfb
m.02_7l8y	government.government_office_or_title.office_holders	m.05kcncx
m.0cxxvl	location.location.containedby	m.077qn
m.01vdz_	people.person.nationality	m.0d060g
m.0pdkx0h	film.film.genre	m.02822
m.04b4m7z	location.location.containedby	m.050l8
m.0r4v7rv	people.deceased_person.place_of_death	m.09tlh
m.0bfmkyl	government.government_position_held.governmental_body	m.07t58
m.05gndm	common.topic.notable_types	m.02_77lg
m.0464_vp	people.person.nationality	m.082fr
m.0l8k5qj	people.deceased_person.cause_of_death	m.01_qc_
m.0tyd7wn	music.track_contribution.role	m.05148p4
m.04z_zyj	people.person.place_of_birth	m.02hrh0_
m.0vbk	location.location.contains	m.0qsfx
m.0cr4_v4	common.topic.notable_types	m.01y2hnl
m.06pfqj6	baseball.batting_statistics.season	m.02h7s8c
m.01vrnsk	music.artist.track	g.11bbmlrj06
m.04zz78l	military.military_person.participated_in_conflicts	m.0jnh
m.06prbqg	baseball.batting_statistics.season	m.02h7sbd
m.0_tm6vr	award.award_nomination.award_nominee	m.01b9db
m.0j_k3v	people.person.profession	m.05hj__k
m.065ym0c	film.film.country	m.0d05w3
m.04ykg	location.location.contains	m.04b0ghb
m.0fq066c	people.person.nationality	m.03rjj
m.05yr066	people.person.nationality	m.02jx1
m.02jf9d	people.person.religion	m.0c8wxp
m.0gg4xxb	film.film.country	m.07ssc
m.05zrflp	people.person.profession	m.04l1gwb
m.0k7pxt	people.person.profession	m.09l65
m.0k5126	people.person.profession	m.0dgd_
m.09c7w0	location.location.contains	m.01yx1b
m.0qsc14x	people.person.nationality	m.03rk0
m.0h_3r2z	people.person.profession	m.0dxtg
m.012lbgw9	people.person.profession	m.0dxtg
m.03l2jb5	location.mailing_address.citytown	m.05qtj
m.04jv50	military.military_person.participated_in_conflicts	m.0cm2xh
g.1hft1xqs9	location.mailing_address.citytown	m.0fsb8
m.02_tv5	film.actor.film	m.04j0jts
m.05p1g4b	people.person.profession	m.059846g
m.0gcfy__	people.person.profession	m.02hrh1q
m.040nkcv	location.mailing_address.state_province_region	m.01n7q
m.0k8p96y	people.person.profession	m.01445t
m.09kv9jh	baseball.lifetime_batting_statistics.ending_season	m.02h7s1z
m.01z483	people.person.profession	m.02hrh1q
m.0m1tf0h	government.government_position_held.office_holder	m.08nl9z
m.0gtwndn	people.person.profession	m.0dz3r
m.0114556c	people.person.profession	m.0dgd_
m.01lsghf	music.artist.genre	m.02lnbg
m.0zn27vn	people.person.nationality	m.09c7w0
m.05khn7t	common.topic.notable_types	m.02_77lg
m.0qcrj	location.location.people_born_here	m.0hmwbff
m.080lkt7	film.film.genre	m.05bh16v
m.0nkc97q	music.track_contribution.role	m.026t6
m.0gkzlr3	people.person.nationality	m.02vzc
m.039bpc	broadcast.artist.content	m.03gfvbd
m.0b2lw	location.location.people_born_here	m.02wm17h
m.04ct_dl	people.person.profession	m.05z96
m.07pp1	people.person.profession	m.05t4q
m.02_286	location.location.people_born_here	m.08t_x2
m.0n52m_k	people.person.profession	m.02hrh1q
m.0493bx3	location.location.containedby	m.09c7w0
m.0cgzkf	people.deceased_person.place_of_death	m.030qb3t
m.01zvbm	influence.influence_node.influenced_by	m.04_by
m.0ygk2	location.location.time_zones	m.02hcv8
m.07swb4	people.person.profession	m.016fly
m.0gyv9cz	film.film.genre	m.02kdv5l
m.04bbq_q	location.location.containedby	m.059rby
m.03h5nb9	people.person.nationality	m.0f8l9c
m.030qb3t	location.location.people_born_here	m.0t_bw0w
m.0f2rq	location.location.people_born_here	m.0c34rz
m.05kr_	location.location.contains	m.0c6555
m.0dhmj2m	location.mailing_address.citytown	m.0x1vt
m.0122zn2p	music.track_contribution.role	m.07gql
m.04z_2tf	people.person.nationality	m.0jgd
m.065yjz	people.person.nationality	m.09c7w0
m.0wgbn6g	people.person.nationality	m.03_3d
m.0zddd9w	people.person.profession	m.02jknp
m.0cxt40	location.location.containedby	m.094jv
m.04gtrx4	people.person.place_of_birth	m.02_286
m.0bwfybw	people.person.profession	m.0dxtg
m.08l98z	soccer.football_player.position_s	m.02nzb8
m.06qd3	location.location.people_born_here	m.0zwymbw
m.0434pw	people.person.nationality	m.059j2
m.0d7n8_	people.person.place_of_birth	m.02cl1
g.1234ncdt	people.deceased_person.place_of_death	m.052p7
m.0wfwf2h	people.person.nationality	m.09c7w0
m.0f1d7c	people.person.profession	m.02hrh1q
m.06mkj	location.location.contains	m.02z7dkg
m.0yqn16k	people.person.nationality	m.09c7w0
m.010kncjy	music.track_contribution.role	m.05r5c
m.01vvy	music.artist.track	m.013_0zb
m.03chmgz	people.deceased_person.place_of_death	m.030qb3t
m.026hhc8	people.person.place_of_birth	m.0g39h
m.02882rw	location.location.containedby	m.0chghy
m.03hl6ty	film.film.country	m.09c7w0
m.0495y4n	location.location.containedby	m.04ly1
m.0kx9nsq	music.group_membership.role	m.0_sv_90
m.0vknf	base.aareas.schema.administrative_area.administrative_parent	m.0d9rp
m.05fhy	location.location.contains	m.0x7j4
m.0wqzb	location.location.people_born_here	m.0n3nqsl
m.0w5t5wz	people.person.nationality	m.09c7w0
m.048vww7	location.location.containedby	m.09c7w0
m.0db79	book.book_subject.works	m.04t08j4
m.02prl51	people.person.place_of_birth	m.0jdd
m.02x72z_	people.person.profession	m.02h664g
m.016z4k	media_common.netflix_genre.titles	m.0djbm8p
m.0494zzr	location.location.containedby	m.09c7w0
m.0bmg2b	people.person.profession	m.02h6nn_
m.0135kl	location.location.people_born_here	m.0d287mr
m.09gpfn8	people.person.profession	m.02xhr73
m.0cn1_9	common.topic.notable_types	m.01xryvt
m.01ndhp	common.topic.notable_types	m.01xryvt
m.0_yfv6_	people.person.profession	m.012t_z
m.0g41yfs	people.person.profession	m.05hj__k
m.03wz3n7	location.mailing_address.country	m.09c7w0
m.03clm6b	people.person.profession	m.09l65
m.04n3yml	people.person.place_of_birth	m.09mx_1
m.0d_005	people.deceased_person.place_of_burial	m.0dclg
m.0ngn6_q	people.person.profession	m.01d_h8
m.02fqwt	time.time_zone.locations_in_this_time_zone	m.0w3tb
m.075hml1	people.person.profession	m.02hrh1q
m.0b_n03z	people.person.profession	m.0dgd_
m.0b4502m	people.person.place_of_birth	m.06c62
m.0cjl7x	people.person.profession	m.0cbd2
m.09c7w0	location.location.contains	m.04b00w4
m.0g4fh5c	film.film.featured_film_locations	m.030qb3t
m.0y6csrl	people.person.profession	m.02hrh1q
m.0n493_8	people.person.profession	m.0dxtg
m.0b4lsy	people.person.profession	m.02h6nn_
m.059f0w7	location.mailing_address.citytown	m.0h7h6
m.02qnbkh	music.artist.genre	m.064t9
m.0rhf4tb	people.person.profession	m.05hj__k
m.04yfxjy	people.person.profession	m.09jwl
m.04lv_x	education.educational_institution.colors	m.06fvc
m.0y84q5k	film.performance.actor	m.0fb1q
m.01339m_k	music.track_contribution.role	m.05r5c
m.0ch5516	people.person.nationality	m.03_3d
m.02rvxz	music.group_member.instruments_played	m.06w7v
m.0njddxm	music.track_contribution.role	m.05148p4
m.02qmwrz	people.person.profession	m.04s2z
m.0w3ly9f	film.performance.actor	m.0pz91
m.064mcvs	people.person.place_of_birth	m.05qhw
m.04jcysl	location.location.containedby	m.059rby
m.06rbm09	baseball.batting_statistics.season	m.02h7sch
m.01r32	location.location.containedby	m.03fh7j
m.02ww9n9	people.person.religion	m.0c8wxp
m.06xcq3	common.topic.notable_types	m.01y2hnl
m.01swybf	music.artist.genre	m.064t9
m.038q2v	people.person.nationality	m.07ssc
m.0dm0f	location.location.people_born_here	m.02rs3pv
m.0tlp7xk	people.person.profession	m.02hrh1q
m.0b0bmdg	award.award_honor.honored_for	m.012s1d
m.03c6zwr	people.person.nationality	m.0d060g
m.05p9pvp	people.person.nationality	m.09c7w0
m.02k8gd	time.time_zone.locations_in_this_time_zone	m.0f5hmp
m.07dhg0	people.person.nationality	m.09c7w0
m.06xbvj	people.deceased_person.cause_of_death	m.06z5s
m.0clvql7	location.location.containedby	m.04ych
m.0fb248	location.location.time_zones	m.02llzg
m.09c7w0	location.location.contains	m.0x_lp
m.07ynd9d	people.person.place_of_birth	m.06c1y
m.0h7h6	location.location.people_born_here	m.094tn1f
m.0crskf	people.person.place_of_birth	m.04sqj
m.0j3gb7g	people.person.place_of_birth	m.0k3p
m.09g7s_k	people.person.nationality	m.0k6nt
m.07631s	people.person.place_of_birth	m.02cft
m.0z60dnf	people.person.profession	m.03gjzk
m.03t852	music.artist.track_contributions	m.01106xh4
m.010r63ml	people.person.profession	m.02jknp
m.0cyf43	sports.sports_team.colors	m.083jv
m.06t7m9h	baseball.batting_statistics.team	m.061xq
m.02hcv8	time.time_zone.locations_in_this_time_zone	m.01mhnn
m.06c62	travel.travel_destination.tourist_attractions	m.026qcrj
m.064n_rg	location.location.containedby	m.0847q
m.02fqwt	time.time_zone.locations_in_this_time_zone	m.0wm__
m.010nf8m_	music.track_contribution.role	m.01vj9c
m.010n2g45	music.track_contribution.role	m.0290ngj
m.01l4pbg	music.artist.genre	m.02x8m
m.03gjksp	government.political_party_tenure.politician	m.01f9y8
m.0pytw6l	people.person.profession	m.05hj__k
m.0cm0387	education.education.institution	m.07wrz
m.0gbh64	people.person.profession	m.0dxtg
m.09c7w0	location.location.contains	m.0fs8s8
m.03bxr5f	people.person.nationality	m.07ssc
m.028713s	location.location.containedby	m.0d0x8
m.0h4sj_	common.topic.notable_types	m.02_77lg
g.155plt8z	film.film.country	m.0chghy
m.09s84c8	location.mailing_address.citytown	m.0f2rq
m.0847q	location.location.contains	m.0278x1m
m.03_cr7	people.person.profession	m.025sppp
m.04d5_58	government.government_position_held.district_represented	m.026mj
m.0w04zks	music.track_contribution.role	m.0290ngj
m.0w_mr	location.location.containedby	m.06wxw
m.0d1v3yx	people.person.nationality	m.0d0vqn
m.01n7q	location.location.contains	m.064n6mj
m.0hjy	book.book_subject.works	m.0285sr7
m.0103mpzb	time.event.locations	m.06y57
m.06mkj	location.location.contains	m.0h51khf
m.0122x_mz	music.track_contribution.role	m.0290ngj
m.0jzplbp	people.person.profession	m.0d8qb
m.08cxtdk	film.film.country	m.07ssc
m.0z0_z3z	people.person.profession	m.02jknp
m.037lpb	business.shopping_center.address	m.04d59gp
m.09c7w0	location.location.contains	m.0clw2_w
m.03dt355	location.location.contains	m.026cycl
m.071vr	location.location.people_born_here	m.0fzbt8
m.0488r4j	location.location.containedby	m.059g4
m.09c7w0	location.location.people_born_here	m.0809brc
m.0h65kvw	location.location.containedby	m.0156q
m.0ck21n	people.person.profession	m.02h665k
m.0b_ngq	music.artist.genre	m.05lls
m.026t676	people.person.nationality	m.0345h
m.028c7gn	location.location.time_zones	m.02fqwt
m.09rzb5t	location.mailing_address.citytown	m.0sf9_
m.011mjp3m	music.group_membership.role	m.02hnl
m.02pnggt	location.location.containedby	m.05ksh
m.010j_0pd	music.track_contribution.role	m.0290ngj
g.11b6bqdnvd	people.person.profession	m.02hrh1q
m.0bggn1	location.location.containedby	m.03rk0
m.03rk0	location.location.contains	m.0f543b
m.09xdt0	film.film.genre	m.02822
m.03hmbf3	people.person.profession	m.02hrh1q
m.0k06xs6	people.person.profession	m.0dxtg
m.0dlk776	people.person.nationality	m.05qhw
m.0wy662m	location.location.containedby	m.07ssc
m.0gj9q9	location.location.containedby	m.03rjj
m.04q34gt	people.deceased_person.place_of_death	m.0fvxg
m.0rzdqsv	people.person.profession	m.02hrh1q
m.027zjcq	education.educational_institution.colors	m.083jv
m.0qgz13j	music.track_contribution.role	m.0l14md
m.04rrd	location.location.contains	m.0gg90kt
m.0bwj_mh	people.person.profession	m.0cbd2
m.0gby_k1	people.person.profession	m.01d_h8
m.010g9y8_	education.education.institution	m.05zl0
m.02llzg	time.time_zone.locations_in_this_time_zone	m.0g72ng
m.092xqy	geography.island.body_of_water	m.05rgl
m.0gyh	location.location.contains	m.0481ldx
m.065ltw6	film.film.genre	m.03k9fj
m.04rrd	location.location.people_born_here	m.09gnxlc
m.09rvk_k	people.person.place_of_birth	m.0chgr2
m.06hl1h	people.person.nationality	m.09c7w0
m.010fl_1_	people.person.profession	m.01d_h8
m.05f6k21	people.deceased_person.cause_of_death	m.06z5s
g.11b6gjj8jj	location.location.containedby	m.04q_g
m.0xn161f	film.film.country	m.0jgd
m.0d8rs	location.location.contains	m.0v5l4
m.0h39s31	film.film.genre	m.02822
m.0h68mf	people.person.nationality	m.09c7w0
m.011czf	location.location.time_zones	m.02fqwt
m.07h76	music.artist.genre	m.02x8m
m.027229	organization.organization_founder.organizations_founded	m.03ksy
m.0dljxks	common.topic.notable_types	m.01xryvt
m.04tyvk	common.topic.notable_for	g.125dcyh36
m.0n94_x6	people.person.nationality	m.03_3d
m.0njs0yy	people.person.profession	m.02h664g
g.11b41hgd0	people.person.profession	m.01445t
m.0cgs2vl	people.person.place_of_birth	m.05xnv
m.06q77t	people.person.nationality	m.09c7w0
m.01m0gh	tv.tv_personality.tv_regular_appearances	m.0j_t104
m.06q9x1p	baseball.batting_statistics.season	m.02h7s3j
m.080037	people.deceased_person.cause_of_death	m.0dq9p
m.01snm	location.location.people_born_here	m.039lg1
m.0493wyr	location.location.containedby	m.09c7w0
m.0gyw_4g	people.person.profession	m.059846g
m.02jx1	location.location.people_born_here	m.0277g5g
m.0h_7qyj	sports.sports_team_roster.team	m.0ftf0f
m.0bjv6	location.location.contains	m.0cc2mv
m.09gfq8s	location.location.containedby	m.05tbn
m.0d0x8	location.location.contains	m.048vq9p
m.0tlv3pv	people.person.profession	m.02hrh1q
m.04j17yt	film.performance.film	m.04j17yl
m.0247h4	people.person.sibling_s	m.0h4vf6d
m.03d_zgg	music.artist.genre	m.06by7
m.0k8qwdq	olympics.olympic_athlete_affiliation.sport	m.02vx4
m.01wlc7j	people.person.profession	m.09jwl
m.0gyh	location.location.contains	m.0481t4j
m.05t0p2c	people.person.profession	m.02h664g
m.08mjbr	people.deceased_person.place_of_death	m.030qb3t
m.0f7yjr	visual_art.visual_artist.art_forms	m.05qdh
m.09v1_2g	people.person.profession	m.09x_r
m.0j_z1zd	people.person.profession	m.0dxtg
m.048s42c	location.location.containedby	m.09c7w0
m.09c7w0	location.location.contains	m.048vs_y
m.0cfhpg	people.person.profession	m.02h665k
m.0dvsk3	people.person.nationality	m.0h7x
m.0n8qmyc	music.group_membership.role	m.0342h
m.03qlw3w	people.person.place_of_birth	m.01snm
m.02hcv8	time.time_zone.locations_in_this_time_zone	m.0nywl
m.07tp2	location.location.people_born_here	m.01t9wb
m.09f1tf	common.topic.notable_types	m.01xryvt
m.059g4	location.location.contains	m.0jx6cmv
m.081g2h	people.deceased_person.cause_of_death	m.025hl8
m.07kf086	film.film.genre	m.02822
m.08lpt2	people.person.profession	m.0196pc
m.099p23	film.film.genre	m.0hj3n26
m.0j3grx9	film.film.country	m.0f8l9c
m.0gzry1	people.person.nationality	m.06m_5
m.05msnq	visual_art.visual_artist.art_forms	m.05qdh
m.0skbk_h	music.track_contribution.role	m.018j2
m.03f3jyf	people.person.nationality	m.09c7w0
m.0cs35pk	film.film.country	m.0345h
m.0122z7cw	music.track_contribution.role	m.0290ngj
m.0cd44h	people.person.ethnicity	m.041rx
m.04n_vk	people.person.profession	m.0fj9f
m.065tqqx	film.film.country	m.09c7w0
m.03hbz_n	people.person.profession	m.09x_r
m.0bxz5lh	people.person.profession	m.01c72t
m.0nm9h	location.location.contains	m.03n5t9
m.04fzk	film.director.film	m.0bdv7_h
m.04sqj	location.location.people_born_here	m.0gdl07z
m.0dl9_4	film.film.country	m.0d060g
m.0c8tk	location.location.time_zones	m.02k8gd
m.03gjhjm	government.political_party_tenure.party	m.07wbk
m.02hcv8	time.time_zone.locations_in_this_time_zone	m.0zj53
m.01wn0cq	people.person.profession	m.01c72t
m.027qys_	people.person.profession	m.04s2z
m.0dlq11y	people.person.nationality	m.0h7x
m.0fc_9	location.location.contains	m.04bc_v7
m.0y580tv	people.person.profession	m.02hrh1q
m.047pd8n	people.person.profession	m.02hrh1q
m.04sqj	location.location.people_born_here	m.0krxh0
m.0glzv	location.location.containedby	m.02d5q2
m.0156q	location.location.people_born_here	g.120ht91h
m.0b_nsq5	film.film.featured_film_locations	m.030qb3t
m.0_jkbm_	music.composition.composer	m.01vw20h
m.0h36zv6	people.deceased_person.cause_of_death	m.0qcr0
m.088nmx	people.person.place_of_birth	m.02_286
m.0wjn98_	people.person.profession	m.02hrh1q
m.026dlyr	people.person.profession	m.03sbb
m.05fjy	location.location.contains	m.04b9wbd
m.0g4nrz8	people.person.profession	m.02hrh1q
m.0krs_jx	people.person.profession	m.02hrh1q
m.094gz_	location.location.containedby	m.0nyg5
m.0vtz1cg	people.person.place_of_birth	m.01cx_
m.05r7t	location.location.contains	m.0wgg8w6
g.1257q_wgn	common.notable_for.object	m.05qdh
m.0ghf7cz	film.film.genre	m.02822
m.0fs69kj	people.person.profession	m.09l65
m.036slr	location.location.containedby	m.09c7w0
m.04hhv	location.location.contains	m.043k31w
m.0904zg	people.person.nationality	m.0345h
m.071cn	location.location.events	m.0bzrsh
g.11bc7x7xwg	people.person.profession	m.012t_z
m.06_l8_1	location.mailing_address.citytown	m.0fv_t
m.02r425w	people.person.nationality	m.015fr
m.0d35y	location.location.people_born_here	m.0wr3r4d
m.0rhnjts	people.person.profession	m.01d_h8
m.03ckwc3	people.person.nationality	m.015fr
m.02llzg	time.time_zone.locations_in_this_time_zone	m.0280wyk
m.01kf06	people.appointee.position	m.07l572q
m.04tgp	location.location.contains	m.04b3ms6
m.02x4c2n	people.person.profession	m.015cjr
m.0117jfs7	music.track_contribution.role	m.0290ngj
m.01s409j	music.artist.genre	m.0dl5d
m.04y65pm	soccer.football_player.position_s	m.02nzb8
m.0gj5l3	location.location.containedby	m.03rjj
m.02rs5fl	soccer.football_player.position_s	m.02sdk9v
m.0gm6m8	film.actor.film	m.0gvmvkl
m.0h5vl32	people.deceased_person.place_of_death	m.06pr6
m.0hzg78r	people.person.profession	m.01d_h8
m.0j62_yc	people.deceased_person.place_of_death	m.05qtj
m.0cm9v2h	people.person.nationality	m.09c7w0
m.0gj3kgd	people.person.profession	m.02hrh1q
m.0bmgn5x	people.deceased_person.place_of_death	m.0rn8q
m.07yjfrp	olympics.olympic_medal_honor.olympics	m.0jkvj
m.09c7w0	location.location.contains	m.048s74l
m.02plwfg	film.film.country	m.09c7w0
m.03k50	media_common.netflix_genre.titles	m.03y1slx
m.0dkc08	military.military_person.participated_in_conflicts	m.081pw
m.0j4ykby	sports.sports_team_roster.team	m.03b6j8
m.0c3_q61	people.person.nationality	m.09c7w0
m.0chghy	location.location.contains	m.026dz3q
m.0qt75pg	people.person.profession	m.02hrh1q
m.040jc2g	location.mailing_address.state_province_region	m.059_c
m.073_58	people.person.profession	m.0dxtg
m.0qd7f45	music.track_contribution.role	m.026t6
m.01lz9d	people.person.profession	m.04gc2
m.04scc73	people.person.profession	m.01d_h8
m.011lkgc3	people.person.nationality	m.06bnz
m.0h3xp1q	music.artist.genre	m.01243b
m.09k4mhx	people.person.place_of_birth	m.0g14f
m.012g8wyz	location.mailing_address.state_province_region	m.01n7q
m.0_f3kqz	film.film.country	m.06t2t
m.09n21y	film.film.country	m.09c7w0
m.0266h3s	common.topic.notable_types	m.01xryvt
m.04mnbmn	people.person.profession	m.03gjzk
m.0rrvlkl	music.track_contribution.role	m.0l14j_
m.0460_4	people.person.place_of_birth	m.0d6lp
m.02llzg	time.time_zone.locations_in_this_time_zone	m.0229g8
m.03_3d	media_common.netflix_genre.titles	m.02rwfjg
m.03v51gv	location.mailing_address.country	m.09c7w0
m.08zt5s4	people.person.profession	m.04l1gwb
m.02j9z	book.book_subject.works	m.04w7cd7
m.03wdg99	location.location.time_zones	m.0gsrsm
m.02pynhl	people.person.profession	m.02h665k
m.059g4	location.location.contains	m.06w2z0_
